mcp_servername,language,integration_type,star_count,violated_rule,violated_rule_name,issue_type,issue_severity,component,fix_guideline,issue_tags,quality_impact
jiangtao/blog,Shell,mined,51,javascript:S3854,"""super()"" should be invoked appropriately",BUG,CRITICAL,jiangtao.blog:docs/design-patterns/fatory/AbstractUserFactory.js,Expected to call 'super()'.,,RELIABILITY
jiangtao/blog,Shell,mined,51,javascript:S3854,"""super()"" should be invoked appropriately",BUG,CRITICAL,jiangtao.blog:docs/design-patterns/fatory/AbstractUserFactory.js,'this' is not allowed before 'super()'.,,RELIABILITY
jiangtao/blog,Shell,mined,51,javascript:S3854,"""super()"" should be invoked appropriately",BUG,CRITICAL,jiangtao.blog:docs/design-patterns/fatory/AbstractUserFactory.js,'this' is not allowed before 'super()'.,,RELIABILITY
jiangtao/blog,Shell,mined,51,javascript:S3854,"""super()"" should be invoked appropriately",BUG,CRITICAL,jiangtao.blog:docs/design-patterns/fatory/AbstractUserFactory.js,'this' is not allowed before 'super()'.,,RELIABILITY
jiangtao/blog,Shell,mined,51,javascript:S3854,"""super()"" should be invoked appropriately",BUG,CRITICAL,jiangtao.blog:docs/design-patterns/fatory/AbstractUserFactory.js,Expected to call 'super()'.,,RELIABILITY
jiangtao/blog,Shell,mined,51,javascript:S3854,"""super()"" should be invoked appropriately",BUG,CRITICAL,jiangtao.blog:docs/design-patterns/fatory/AbstractUserFactory.js,'this' is not allowed before 'super()'.,,RELIABILITY
jiangtao/blog,Shell,mined,51,javascript:S3854,"""super()"" should be invoked appropriately",BUG,CRITICAL,jiangtao.blog:docs/design-patterns/fatory/AbstractUserFactory.js,'this' is not allowed before 'super()'.,,RELIABILITY
jiangtao/blog,Shell,mined,51,javascript:S3854,"""super()"" should be invoked appropriately",BUG,CRITICAL,jiangtao.blog:docs/design-patterns/fatory/AbstractUserFactory.js,'this' is not allowed before 'super()'.,,RELIABILITY
jiangtao/blog,Shell,mined,51,javascript:S3854,"""super()"" should be invoked appropriately",BUG,CRITICAL,jiangtao.blog:docs/design-patterns/fatory/AbstractUserFactory.js,Expected to call 'super()'.,,RELIABILITY
jiangtao/blog,Shell,mined,51,javascript:S3854,"""super()"" should be invoked appropriately",BUG,CRITICAL,jiangtao.blog:docs/design-patterns/fatory/AbstractUserFactory.js,'this' is not allowed before 'super()'.,,RELIABILITY
jiangtao/blog,Shell,mined,51,javascript:S3854,"""super()"" should be invoked appropriately",BUG,CRITICAL,jiangtao.blog:docs/design-patterns/fatory/AbstractUserFactory.js,'this' is not allowed before 'super()'.,,RELIABILITY
jiangtao/blog,Shell,mined,51,javascript:S3854,"""super()"" should be invoked appropriately",BUG,CRITICAL,jiangtao.blog:docs/design-patterns/fatory/AbstractUserFactory.js,'this' is not allowed before 'super()'.,,RELIABILITY
jiangtao/blog,Shell,mined,51,javascript:S930,Function calls should not pass extra arguments,BUG,CRITICAL,jiangtao.blog:docs/demo/g6/g6Editor.js,"This function expects no arguments, but 1 was provided.",cwe,RELIABILITY
jiangtao/blog,Shell,mined,51,javascript:S2189,Loops should not be infinite,BUG,BLOCKER,jiangtao.blog:docs/demo/g6/g6Editor.js,'e' is not modified in this loop.,,RELIABILITY
jiangtao/blog,Shell,mined,51,javascript:S1143,"Jump statements should not occur in ""finally"" blocks",BUG,CRITICAL,jiangtao.blog:docs/demo/g6/g6Editor.js,Unsafe usage of ThrowStatement.,"cwe, error-handling",RELIABILITY
ragieai/ragie-typescript,TypeScript,mined,17,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,ragieai.ragie-typescript:src/hooks/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
ragieai/ragie-typescript,TypeScript,mined,17,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,ragieai.ragie-typescript:src/hooks/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
ragieai/ragie-typescript,TypeScript,mined,17,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,ragieai.ragie-typescript:src/hooks/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
ragieai/ragie-typescript,TypeScript,mined,17,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,ragieai.ragie-typescript:src/hooks/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
ragieai/ragie-typescript,TypeScript,mined,17,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,ragieai.ragie-typescript:src/types/enums.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
dazeb/cline-mcp-memory-bank,JavaScript,mined,13,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,dazeb.cline-mcp-memory-bank:src/index.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
dazeb/cline-mcp-memory-bank,JavaScript,mined,13,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,dazeb.cline-mcp-memory-bank:src/index.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
codegen-sh/codegen,Python,mined,393,python:S2190,Recursion should not be infinite,BUG,BLOCKER,codegen-sh.codegen:src/codegen/extensions/lsp/execute.py,Add a way to break out of this function's recursion.,suspicious,RELIABILITY
codegen-sh/codegen,Python,mined,393,python:S930,The number and name of arguments passed to a function should match its parameters,BUG,BLOCKER,codegen-sh.codegen:src/codegen/extensions/lsp/execute.py,Remove 1 unexpected arguments; 'execute_action' expects 2 positional arguments.,cwe,RELIABILITY
codegen-sh/codegen,Python,mined,393,python:S2876,"""__iter__"" should return an iterator",BUG,BLOCKER,codegen-sh.codegen:codegen-examples/examples/python2_to_python3/input_repo/main.py,Return an object complying with iterator protocol.,"python3, pep",RELIABILITY
OpenManus/OpenManus-RL,Python,mined,1723,python:S5632,Raised Exceptions must derive from BaseException,BUG,BLOCKER,OpenManus.OpenManus-RL:verl/utils/model.py,Change this code so that it raises an object deriving from BaseException.,"error-handling, python3",RELIABILITY
OpenManus/OpenManus-RL,Python,mined,1723,python:S3862,"Iterable unpacking, ""for-in"" loops and ""yield from"" should use an Iterable object",BUG,BLOCKER,OpenManus.OpenManus-RL:verl/utils/torch_dtypes.py,Replace this expression with an iterable object.,"defign, typing, pitfall",RELIABILITY
OpenManus/OpenManus-RL,Python,mined,1723,python:S3862,"Iterable unpacking, ""for-in"" loops and ""yield from"" should use an Iterable object",BUG,BLOCKER,OpenManus.OpenManus-RL:verl/utils/torch_dtypes.py,Replace this expression with an iterable object.,"defign, typing, pitfall",RELIABILITY
OpenManus/OpenManus-RL,Python,mined,1723,python:S5807,"Only defined names should be listed in ""__all__""",BUG,BLOCKER,OpenManus.OpenManus-RL:verl/workers/rollout/naive/naive_rollout.py,"Change or remove this string; ""NativeRollout"" is not defined.",design,RELIABILITY
OpenManus/OpenManus-RL,Python,mined,1723,python:S2876,"""__iter__"" should return an iterator",BUG,BLOCKER,OpenManus.OpenManus-RL:openmanus_rl/agentgym/agentenv-lmrlgym/lmrlgym/LLM_RL/algorithms/ilql/data.py,Return an object complying with iterator protocol.,"python3, pep",RELIABILITY
OpenManus/OpenManus-RL,Python,mined,1723,python:S2876,"""__iter__"" should return an iterator",BUG,BLOCKER,OpenManus.OpenManus-RL:openmanus_rl/agentgym/agentenv-lmrlgym/lmrlgym/LLM_RL/algorithms/mc_returns/data.py,Return an object complying with iterator protocol.,"python3, pep",RELIABILITY
OpenManus/OpenManus-RL,Python,mined,1723,python:S2876,"""__iter__"" should return an iterator",BUG,BLOCKER,OpenManus.OpenManus-RL:openmanus_rl/agentgym/agentenv-lmrlgym/lmrlgym/LLM_RL/algorithms/ppo/data.py,Return an object complying with iterator protocol.,"python3, pep",RELIABILITY
OpenManus/OpenManus-RL,Python,mined,1723,python:S930,The number and name of arguments passed to a function should match its parameters,BUG,BLOCKER,OpenManus.OpenManus-RL:openmanus_rl/agentgym/agentenv-lmrlgym/lmrlgym/LLM_RL/algorithms/value_rl_base/base_interface.py,Remove this unexpected named argument 'output_hidden_states'.,cwe,RELIABILITY
OpenManus/OpenManus-RL,Python,mined,1723,python:S3827,"Variables, classes and functions should be defined before being used",BUG,BLOCKER,OpenManus.OpenManus-RL:openmanus_rl/agentgym/agentenv-lmrlgym/lmrlgym/llm_rl_scripts/car_dealer/bc/train_bc.py,optim_getter is used before it is defined. Move the definition before.,"python3, pitfall",RELIABILITY
OpenManus/OpenManus-RL,Python,mined,1723,python:S3827,"Variables, classes and functions should be defined before being used",BUG,BLOCKER,OpenManus.OpenManus-RL:openmanus_rl/agentgym/agentenv-lmrlgym/lmrlgym/llm_rl_scripts/car_dealer/bc/train_bc.py,model_prng_key is used before it is defined. Move the definition before.,"python3, pitfall",RELIABILITY
OpenManus/OpenManus-RL,Python,mined,1723,python:S5632,Raised Exceptions must derive from BaseException,BUG,BLOCKER,OpenManus.OpenManus-RL:openmanus_rl/agentgym/agentenv-tool/Toolusage/toolusage/environment/academia_env.py,Change this code so that it raises an object deriving from BaseException.,"error-handling, python3",RELIABILITY
OpenManus/OpenManus-RL,Python,mined,1723,python:S5632,Raised Exceptions must derive from BaseException,BUG,BLOCKER,OpenManus.OpenManus-RL:openmanus_rl/agentgym/agentenv-tool/Toolusage/toolusage/environment/movie_env.py,Change this code so that it raises an object deriving from BaseException.,"error-handling, python3",RELIABILITY
OpenManus/OpenManus-RL,Python,mined,1723,python:S5632,Raised Exceptions must derive from BaseException,BUG,BLOCKER,OpenManus.OpenManus-RL:openmanus_rl/agentgym/agentenv-tool/Toolusage/toolusage/environment/todo_env.py,Change this code so that it raises an object deriving from BaseException.,"error-handling, python3",RELIABILITY
OpenManus/OpenManus-RL,Python,mined,1723,python:S5632,Raised Exceptions must derive from BaseException,BUG,BLOCKER,OpenManus.OpenManus-RL:openmanus_rl/agentgym/agentenv-tool/Toolusage/toolusage/environment/weather_env.py,Change this code so that it raises an object deriving from BaseException.,"error-handling, python3",RELIABILITY
OpenManus/OpenManus-RL,Python,mined,1723,python:S930,The number and name of arguments passed to a function should match its parameters,BUG,BLOCKER,OpenManus.OpenManus-RL:openmanus_rl/agentgym/agentenv-webshop/webshop/baseline_models/train_search_il.py,Remove this unexpected named argument 'variant'.,cwe,RELIABILITY
OpenManus/OpenManus-RL,Python,mined,1723,python:S930,The number and name of arguments passed to a function should match its parameters,BUG,BLOCKER,OpenManus.OpenManus-RL:traj_generation/src/server/tasks/webshop/baseline_models/train_search_il.py,Remove this unexpected named argument 'variant'.,cwe,RELIABILITY
ai-hero-dev/ai-hero,TypeScript,mined,644,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,ai-hero-dev.ai-hero:internal/concatenate-articles.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
ai-hero-dev/ai-hero,TypeScript,mined,644,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,ai-hero-dev.ai-hero:internal/read-articles.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
vercel/sdk,TypeScript,mined,81,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,vercel.sdk:src/hooks/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
vercel/sdk,TypeScript,mined,81,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,vercel.sdk:src/hooks/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
vercel/sdk,TypeScript,mined,81,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,vercel.sdk:src/hooks/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
vercel/sdk,TypeScript,mined,81,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,vercel.sdk:src/hooks/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
vercel/sdk,TypeScript,mined,81,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,vercel.sdk:src/types/enums.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
settlemint/sdk,TypeScript,mined,13,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,settlemint.sdk:sdk/cli/src/prompts/smart-contract-set/subgraph.prompt.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
settlemint/sdk,TypeScript,mined,13,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,settlemint.sdk:sdk/utils/src/filesystem/mono-repo.test.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
Unstructured-IO/unstructured-js-client,TypeScript,mined,49,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,Unstructured-IO.unstructured-js-client:src/sdk/types/enums.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
Unstructured-IO/unstructured-js-client,TypeScript,mined,49,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,Unstructured-IO.unstructured-js-client:src/hooks/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
Unstructured-IO/unstructured-js-client,TypeScript,mined,49,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,Unstructured-IO.unstructured-js-client:src/hooks/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
Unstructured-IO/unstructured-js-client,TypeScript,mined,49,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,Unstructured-IO.unstructured-js-client:src/hooks/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
Unstructured-IO/unstructured-js-client,TypeScript,mined,49,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,Unstructured-IO.unstructured-js-client:src/hooks/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
TanStack/create-tsrouter-app,TypeScript,mined,745,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,TanStack.create-tsrouter-app:src/create-app.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
clerk/javascript,TypeScript,mined,1363,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,clerk.javascript:packages/react-router/src/__tests__/exports.test.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
clerk/javascript,TypeScript,mined,1363,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,clerk.javascript:packages/react-router/src/__tests__/exports.test.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
clerk/javascript,TypeScript,mined,1363,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,clerk.javascript:packages/backend/src/__tests__/createRedirect.test.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
clerk/javascript,TypeScript,mined,1363,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,clerk.javascript:packages/backend/src/__tests__/exports.test.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
clerk/javascript,TypeScript,mined,1363,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,clerk.javascript:packages/backend/src/__tests__/exports.test.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
clerk/javascript,TypeScript,mined,1363,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,clerk.javascript:packages/backend/src/__tests__/exports.test.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
clerk/javascript,TypeScript,mined,1363,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,clerk.javascript:packages/backend/src/__tests__/exports.test.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
clerk/javascript,TypeScript,mined,1363,javascript:S3796,Callbacks of array methods should have return statements,BUG,BLOCKER,clerk.javascript:packages/upgrade/src/components/Scan.js,"Add a ""return"" statement to this callback.",type-dependent,RELIABILITY
clerk/javascript,TypeScript,mined,1363,javascript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,clerk.javascript:scripts/renovate-config-generator.mjs,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
clerk/javascript,TypeScript,mined,1363,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,clerk.javascript:packages/shared/src/telemetry/throttler.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
clerk/javascript,TypeScript,mined,1363,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,clerk.javascript:packages/express/src/__tests__/exports.test.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
clerk/javascript,TypeScript,mined,1363,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,clerk.javascript:packages/localizations/src/utils/generate.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
clerk/javascript,TypeScript,mined,1363,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,clerk.javascript:packages/nextjs/src/server/__tests__/exports.test.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
clerk/javascript,TypeScript,mined,1363,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,clerk.javascript:packages/chrome-extension/src/__tests__/exports.test.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
clerk/javascript,TypeScript,mined,1363,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,clerk.javascript:packages/fastify/src/__tests__/exports.test.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
mantou132/gem,TypeScript,mined,19,typescript:S4335,Type intersections should use meaningful types,BUG,CRITICAL,mantou132.gem:packages/duoyun-ui/src/lib/types.ts,Remove this type without members or change this type intersection.,"type-dependent, pitfall",RELIABILITY
mantou132/gem,TypeScript,mined,19,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,mantou132.gem:packages/duoyun-ui/src/elements/alert.ts,Refactor this getter to always return a value.,pitfall,RELIABILITY
mantou132/gem,TypeScript,mined,19,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,mantou132.gem:packages/duoyun-ui/src/elements/color-panel.ts,Refactor this getter to always return a value.,pitfall,RELIABILITY
mantou132/gem,TypeScript,mined,19,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,mantou132.gem:packages/duoyun-ui/src/elements/banner.ts,Refactor this getter to always return a value.,pitfall,RELIABILITY
mantou132/gem,TypeScript,mined,19,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,mantou132.gem:packages/duoyun-ui/src/elements/cascader.ts,Refactor this getter to return a value.,pitfall,RELIABILITY
mantou132/gem,TypeScript,mined,19,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,mantou132.gem:packages/duoyun-ui/src/elements/image-preview.ts,Refactor this getter to always return a value.,pitfall,RELIABILITY
aidrivencoder/Roo-Cline,TypeScript,mined,18,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,aidrivencoder.Roo-Cline:src/integrations/workspace/__tests__/WorkspaceTracker.test.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
langwatch/langwatch,TypeScript,mined,1233,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,langwatch.langwatch:langwatch/elastic/helpers.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
langwatch/langwatch,TypeScript,mined,1233,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,langwatch.langwatch:langwatch/src/hooks/useMemoizedChatWindowIds.tsx,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
cyanheads/obsidian-mcp-server,TypeScript,mined,29,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,cyanheads.obsidian-mcp-server:src/tools/search/complex.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
cyanheads/obsidian-mcp-server,TypeScript,mined,29,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,cyanheads.obsidian-mcp-server:src/resources/tags.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
efritz/aidev,TypeScript,mined,32,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,efritz.aidev:src/chat/commands/remove.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
efritz/aidev,TypeScript,mined,32,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,efritz.aidev:src/chat/handler.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
efritz/aidev,TypeScript,mined,32,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,efritz.aidev:src/indexing/index.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
efritz/aidev,TypeScript,mined,32,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,efritz.aidev:src/providers/embeddings_providers.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
efritz/aidev,TypeScript,mined,32,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,efritz.aidev:src/providers/embeddings_providers.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
efritz/aidev,TypeScript,mined,32,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,efritz.aidev:src/indexing/summarizer.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
efritz/aidev,TypeScript,mined,32,typescript:S1143,"Jump statements should not occur in ""finally"" blocks",BUG,CRITICAL,efritz.aidev:src/util/interrupts/interrupts.ts,Unsafe usage of ThrowStatement.,"cwe, error-handling",RELIABILITY
efritz/aidev,TypeScript,mined,32,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,efritz.aidev:src/providers/chat_providers.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
efritz/aidev,TypeScript,mined,32,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,efritz.aidev:src/providers/chat_providers.ts,Provide a compare function to avoid sorting elements alphabetically.,"type-dependent, bad-practice",RELIABILITY
efritz/aidev,TypeScript,mined,32,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,efritz.aidev:src/providers/chat_providers.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
efritz/aidev,TypeScript,mined,32,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,efritz.aidev:src/mcp/server/server.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
efritz/aidev,TypeScript,mined,32,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,efritz.aidev:src/chat/commands/load.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
efritz/aidev,TypeScript,mined,32,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,efritz.aidev:src/chat/commands/loaddir.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
efritz/aidev,TypeScript,mined,32,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,efritz.aidev:src/tools/fs/read_directories.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
efritz/aidev,TypeScript,mined,32,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,efritz.aidev:src/tools/fs/read_files.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
Kartha-AI/agentcare-mcp,JavaScript,mined,13,typescript:S2871,"""Array.prototype.sort()"" and ""Array.prototype.toSorted()"" should use a compare function",BUG,CRITICAL,Kartha-AI.agentcare-mcp:src/server/utils/Cache.ts,"Provide a compare function that depends on ""String.localeCompare"", to reliably sort elements alphabetically.","type-dependent, bad-practice",RELIABILITY
madarco/ragrabbit,TypeScript,mined,31,typescript:S4275,Getters and setters should access the expected fields,BUG,CRITICAL,madarco.ragrabbit:packages/logger/index.ts,Refactor this setter so that it actually refers to the property 'logger'.,pitfall,RELIABILITY
authed-dev/authed,Python,mined,72,python:S930,The number and name of arguments passed to a function should match its parameters,BUG,BLOCKER,authed-dev.authed:registry/core/logging/service.py,Remove this unexpected named argument 'actor_id'.,cwe,RELIABILITY
